Населба,Квадратура,Соби,Спрат,Лифт,Греење,Паркинг,Цена (EUR)
8.0,58.0,3.0,3.0,-1.0,-1.0,-1.0,70300.0
31.0,112.0,4.0,5.0,-1.0,1.0,-1.0,120000.0
5.0,48.0,2.0,0.0,-1.0,1.0,-1.0,49000.0
8.0,146.0,5.0,1.0,1.0,1.0,1.0,157600.0
4.0,60.0,3.0,0.0,-1.0,1.0,1.0,67500.0
8.0,80.0,3.0,0.0,-1.0,-1.0,1.0,112300.0
21.0,137.0,5.0,1.0,-1.0,-1.0,-1.0,105000.0
29.0,119.0,4.0,3.0,-1.0,1.0,-1.0,102000.0
4.0,60.0,2.0,0.0,-1.0,1.0,-1.0,69000.0
4.0,60.0,2.0,0.0,-1.0,-1.0,-1.0,75750.0
8.0,32.0,0.0,5.0,1.0,1.0,1.0,42500.0
5.0,82.0,3.0,1.0,-1.0,1.0,-1.0,75200.0
15.0,245.0,5.0,0.0,-1.0,1.0,-1.0,270000.0
5.0,64.0,3.0,4.0,-1.0,-1.0,-1.0,58000.0
8.0,79.0,3.0,3.0,-1.0,1.0,-1.0,86700.0
8.0,88.0,3.0,1.0,-1.0,-1.0,1.0,91000.0
2.0,115.0,4.0,3.0,1.0,1.0,-1.0,102000.0
6.0,85.0,4.0,4.0,1.0,1.0,1.0,76500.0
5.0,81.0,4.0,1.0,-1.0,1.0,-1.0,80000.0
8.0,124.0,0.0,4.0,-1.0,1.0,-1.0,306000.0
8.0,33.0,2.0,1.0,1.0,1.0,1.0,41000.0
8.0,76.0,2.0,0.0,1.0,1.0,1.0,57000.0
29.0,135.0,3.0,1.0,-1.0,1.0,1.0,133000.0
8.0,66.0,3.0,5.0,-1.0,1.0,-1.0,100000.0
24.0,64.0,2.0,2.0,-1.0,1.0,-1.0,36700.0
28.0,68.0,3.0,1.0,-1.0,1.0,1.0,65500.0
5.0,40.0,2.0,6.0,-1.0,1.0,-1.0,25500.0
2.0,101.0,4.0,1.0,-1.0,-1.0,-1.0,90000.0
8.0,118.0,3.0,4.0,1.0,-1.0,1.0,143000.0
3.0,77.0,3.0,3.0,1.0,-1.0,1.0,66500.0
3.0,74.0,3.0,1.0,1.0,-1.0,1.0,64000.0
7.0,92.0,4.0,1.0,-1.0,-1.0,1.0,91000.0
34.0,66.0,2.0,1.0,1.0,1.0,1.0,80000.0
5.0,36.0,2.0,3.0,-1.0,-1.0,-1.0,39600.0
33.0,66.0,3.0,3.0,-1.0,-1.0,-1.0,58000.0
2.0,65.0,4.0,2.0,-1.0,-1.0,-1.0,70000.0
2.0,67.0,3.0,1.0,-1.0,-1.0,-1.0,72360.0
2.0,43.0,1.0,5.0,-1.0,-1.0,-1.0,50000.0
2.0,72.0,3.0,2.0,-1.0,-1.0,-1.0,80000.0
2.0,59.0,2.0,5.0,-1.0,-1.0,-1.0,62000.0
2.0,59.0,2.0,1.0,-1.0,1.0,1.0,62000.0
2.0,52.0,3.0,4.0,-1.0,-1.0,-1.0,65000.0
33.0,58.0,2.0,3.0,-1.0,-1.0,-1.0,53000.0
8.0,114.0,4.0,2.0,-1.0,-1.0,-1.0,105000.0
8.0,97.0,4.0,2.0,-1.0,-1.0,-1.0,111550.0
8.0,62.0,3.0,1.0,-1.0,-1.0,-1.0,78120.0
8.0,59.0,3.0,3.0,-1.0,-1.0,-1.0,23600.0
34.0,56.0,2.0,2.0,-1.0,-1.0,-1.0,57680.0
2.0,52.0,2.0,4.0,-1.0,-1.0,-1.0,54600.0
8.0,64.0,3.0,4.0,-1.0,-1.0,-1.0,65000.0
34.0,50.0,2.0,3.0,-1.0,-1.0,-1.0,57500.0
5.0,60.0,2.0,3.0,-1.0,-1.0,-1.0,24000.0
2.0,101.0,4.0,3.0,-1.0,-1.0,-1.0,106050.0
2.0,57.0,3.0,4.0,1.0,1.0,1.0,63000.0
2.0,86.0,4.0,7.0,-1.0,1.0,-1.0,75000.0
24.0,54.0,3.0,2.0,-1.0,-1.0,-1.0,45000.0
5.0,79.0,3.0,2.0,-1.0,-1.0,-1.0,66000.0
7.0,99.0,4.0,3.0,-1.0,-1.0,-1.0,105930.0
3.0,71.0,3.0,4.0,1.0,-1.0,1.0,66500.0
28.0,67.0,2.0,2.0,-1.0,-1.0,-1.0,45000.0
34.0,58.0,2.0,4.0,-1.0,-1.0,-1.0,61000.0
2.0,60.0,3.0,4.0,-1.0,-1.0,-1.0,54000.0
2.0,44.0,2.0,3.0,-1.0,-1.0,-1.0,48400.0
6.0,70.0,3.0,1.0,-1.0,-1.0,-1.0,60000.0
5.0,34.0,2.0,4.0,-1.0,-1.0,-1.0,35700.0
34.0,45.0,2.0,2.0,-1.0,-1.0,-1.0,45000.0
8.0,75.0,3.0,5.0,-1.0,-1.0,-1.0,86250.0
5.0,30.0,2.0,4.0,-1.0,-1.0,-1.0,33000.0
5.0,27.0,2.0,1.0,-1.0,-1.0,-1.0,29700.0
8.0,43.0,2.0,1.0,-1.0,-1.0,-1.0,9460.0
35.0,132.0,3.0,2.0,-1.0,-1.0,-1.0,83840.0
8.0,61.0,3.0,1.0,-1.0,-1.0,-1.0,82500.0
8.0,33.0,2.0,0.0,1.0,1.0,1.0,38500.0
8.0,20.0,0.0,3.0,-1.0,-1.0,-1.0,31000.0
33.0,90.0,3.0,3.0,-1.0,1.0,-1.0,85000.0
19.0,52.0,2.0,3.0,-1.0,-1.0,-1.0,44000.0
34.0,150.0,4.0,10.0,1.0,-1.0,-1.0,168300.0
34.0,103.0,4.0,7.0,1.0,-1.0,-1.0,115600.0
34.0,92.0,3.0,9.0,1.0,-1.0,-1.0,103300.0
2.0,147.0,5.0,5.0,1.0,1.0,-1.0,142800.0
30.0,81.0,3.0,10.0,1.0,1.0,1.0,53000.0
23.0,77.0,3.0,9.0,1.0,-1.0,-1.0,46000.0
7.0,50.0,2.0,2.0,-1.0,1.0,-1.0,59000.0
1.0,84.0,4.0,5.0,-1.0,-1.0,-1.0,51000.0
19.0,40.0,1.0,2.0,-1.0,-1.0,-1.0,36000.0
29.0,78.0,3.0,0.0,-1.0,1.0,-1.0,120000.0
7.0,111.0,3.0,0.0,-1.0,1.0,1.0,112000.0
29.0,114.0,3.0,1.0,-1.0,1.0,-1.0,105000.0
34.0,107.0,4.0,0.0,-1.0,-1.0,-1.0,133000.0
8.0,63.0,3.0,0.0,-1.0,1.0,1.0,76400.0
34.0,82.0,0.0,4.0,-1.0,-1.0,-1.0,98500.0
29.0,120.0,4.0,2.0,-1.0,1.0,-1.0,110000.0
1.0,86.0,4.0,1.0,-1.0,-1.0,-1.0,60000.0
1.0,100.0,3.0,4.0,-1.0,-1.0,-1.0,65000.0
29.0,61.0,3.0,2.0,-1.0,-1.0,-1.0,90000.0
5.0,70.0,3.0,0.0,-1.0,-1.0,1.0,63000.0
30.0,83.0,3.0,5.0,-1.0,-1.0,1.0,43000.0
23.0,58.0,2.0,3.0,-1.0,1.0,-1.0,48000.0
5.0,80.0,4.0,2.0,-1.0,-1.0,1.0,85850.0
29.0,93.0,3.0,1.0,-1.0,1.0,1.0,120000.0
33.0,63.0,2.0,1.0,-1.0,1.0,-1.0,60000.0
30.0,76.0,3.0,4.0,-1.0,1.0,-1.0,51000.0
26.0,56.0,2.0,3.0,-1.0,-1.0,-1.0,38760.0
10.0,77.0,4.0,4.0,-1.0,-1.0,-1.0,46000.0
8.0,160.0,4.0,6.0,-1.0,1.0,-1.0,192000.0
1.0,42.0,2.0,1.0,-1.0,-1.0,-1.0,38760.0
29.0,83.0,3.0,0.0,-1.0,1.0,-1.0,100600.0
5.0,67.0,3.0,4.0,-1.0,1.0,-1.0,70000.0
5.0,69.0,3.0,4.0,1.0,1.0,-1.0,58150.0
30.0,78.0,2.0,4.0,-1.0,-1.0,-1.0,52020.0
2.0,87.0,3.0,1.0,-1.0,1.0,-1.0,76500.0
2.0,88.0,3.0,3.0,-1.0,1.0,-1.0,83600.0
5.0,90.0,3.0,4.0,-1.0,-1.0,-1.0,70810.0
20.0,117.0,4.0,5.0,-1.0,-1.0,-1.0,115500.0
8.0,96.0,3.0,1.0,-1.0,1.0,-1.0,90000.0
34.0,128.0,4.0,7.0,1.0,1.0,-1.0,132600.0
33.0,95.0,3.0,4.0,-1.0,1.0,-1.0,87800.0
8.0,76.0,3.0,0.0,-1.0,1.0,-1.0,93000.0
29.0,85.0,3.0,2.0,-1.0,1.0,-1.0,89000.0
3.0,101.0,3.0,0.0,-1.0,1.0,-1.0,112200.0
10.0,90.0,3.0,5.0,-1.0,1.0,-1.0,56100.0
26.0,67.0,3.0,4.0,-1.0,-1.0,-1.0,46900.0
6.0,69.0,2.0,4.0,-1.0,-1.0,-1.0,56500.0
10.0,140.0,5.0,2.0,-1.0,1.0,-1.0,86000.0
5.0,74.0,3.0,3.0,-1.0,-1.0,-1.0,74500.0
31.0,115.0,4.0,1.0,1.0,1.0,1.0,122000.0
20.0,118.0,4.0,1.0,1.0,1.0,-1.0,89000.0
8.0,83.0,3.0,2.0,-1.0,1.0,-1.0,100000.0
7.0,75.0,3.0,5.0,-1.0,1.0,-1.0,75000.0
8.0,105.0,0.0,3.0,-1.0,-1.0,-1.0,122400.0
26.0,100.0,3.0,3.0,-1.0,1.0,-1.0,66300.0
2.0,58.0,2.0,1.0,-1.0,1.0,-1.0,60000.0
26.0,55.0,0.0,5.0,-1.0,-1.0,-1.0,38000.0
34.0,71.0,3.0,13.0,-1.0,1.0,-1.0,76050.0
34.0,71.0,3.0,12.0,-1.0,1.0,-1.0,75300.0
4.0,103.0,3.0,1.0,-1.0,1.0,-1.0,132600.0
8.0,145.0,5.0,6.0,1.0,1.0,1.0,132000.0
34.0,68.0,3.0,2.0,-1.0,1.0,-1.0,67300.0
34.0,68.0,3.0,2.0,-1.0,-1.0,-1.0,67300.0
34.0,62.0,2.0,2.0,-1.0,-1.0,-1.0,72800.0
34.0,58.0,2.0,8.0,-1.0,-1.0,-1.0,68100.0
34.0,74.0,3.0,4.0,-1.0,1.0,-1.0,86800.0
2.0,109.0,4.0,3.0,1.0,1.0,1.0,109000.0
8.0,71.0,3.0,2.0,-1.0,-1.0,-1.0,72500.0
29.0,42.0,2.0,0.0,-1.0,1.0,1.0,50400.0
4.0,120.0,4.0,2.0,1.0,1.0,1.0,150000.0
29.0,77.0,3.0,0.0,1.0,1.0,1.0,100000.0
34.0,51.0,2.0,1.0,1.0,1.0,1.0,55100.0
33.0,68.0,2.0,3.0,1.0,1.0,1.0,60000.0
2.0,89.0,3.0,5.0,1.0,1.0,1.0,83000.0
34.0,53.0,2.0,4.0,-1.0,-1.0,-1.0,55000.0
34.0,85.0,4.0,3.0,-1.0,1.0,-1.0,104040.0
8.0,62.0,3.0,0.0,1.0,1.0,-1.0,77500.0
6.0,58.0,2.0,3.0,-1.0,1.0,-1.0,58600.0
26.0,58.0,3.0,0.0,-1.0,1.0,1.0,45000.0
35.0,53.0,0.0,2.0,-1.0,-1.0,-1.0,33000.0
5.0,234.0,4.0,3.0,-1.0,1.0,1.0,210000.0
5.0,164.0,4.0,1.0,-1.0,1.0,1.0,175000.0
8.0,78.0,3.0,2.0,-1.0,-1.0,-1.0,80000.0
1.0,61.0,2.0,1.0,-1.0,-1.0,1.0,52000.0
6.0,70.0,3.0,10.0,-1.0,1.0,-1.0,63000.0
34.0,58.0,2.0,6.0,1.0,1.0,-1.0,62200.0
7.0,124.0,4.0,1.0,-1.0,1.0,1.0,117000.0
6.0,100.0,3.0,1.0,-1.0,-1.0,-1.0,91800.0
34.0,80.0,3.0,4.0,1.0,-1.0,1.0,84000.0
34.0,70.0,3.0,4.0,1.0,-1.0,1.0,74500.0
34.0,52.0,0.0,1.0,1.0,-1.0,1.0,55500.0
8.0,87.0,2.0,2.0,-1.0,1.0,1.0,80000.0
6.0,86.0,3.0,7.0,1.0,1.0,1.0,84000.0
2.0,64.0,2.0,4.0,1.0,-1.0,1.0,62000.0
6.0,88.0,4.0,6.0,1.0,1.0,1.0,87870.0
6.0,115.0,3.0,2.0,1.0,1.0,1.0,122000.0
3.0,57.0,2.0,4.0,1.0,1.0,1.0,52000.0
4.0,64.0,3.0,1.0,1.0,1.0,1.0,96000.0
5.0,67.0,3.0,3.0,1.0,1.0,1.0,76000.0
8.0,69.0,3.0,1.0,-1.0,1.0,-1.0,90600.0
8.0,69.0,3.0,4.0,-1.0,1.0,-1.0,64300.0
6.0,166.0,0.0,8.0,-1.0,-1.0,-1.0,180000.0
6.0,143.0,3.0,7.0,-1.0,-1.0,-1.0,146850.0
5.0,52.0,2.0,1.0,-1.0,1.0,-1.0,52020.0
21.0,78.0,0.0,1.0,-1.0,-1.0,-1.0,75600.0
4.0,72.0,2.0,0.0,-1.0,-1.0,-1.0,90000.0
8.0,60.0,2.0,4.0,1.0,1.0,-1.0,96900.0
8.0,182.0,4.0,5.0,1.0,1.0,-1.0,170000.0
8.0,40.0,0.0,5.0,1.0,1.0,-1.0,90900.0
8.0,70.0,3.0,2.0,-1.0,-1.0,-1.0,90700.0
8.0,234.0,4.0,5.0,1.0,-1.0,1.0,175000.0
29.0,82.0,4.0,3.0,-1.0,1.0,1.0,93000.0
4.0,68.0,3.0,3.0,1.0,1.0,-1.0,82400.0
4.0,68.0,3.0,2.0,1.0,1.0,-1.0,82400.0
8.0,79.0,3.0,8.0,1.0,1.0,-1.0,102700.0
10.0,58.0,0.0,0.0,-1.0,1.0,-1.0,51000.0
29.0,64.0,3.0,0.0,1.0,1.0,1.0,72000.0
29.0,43.0,0.0,0.0,1.0,1.0,1.0,48000.0
6.0,108.0,4.0,1.0,1.0,1.0,-1.0,136400.0
33.0,52.0,2.0,2.0,1.0,1.0,-1.0,53000.0
29.0,72.0,4.0,1.0,-1.0,1.0,-1.0,82000.0
33.0,67.0,2.0,12.0,1.0,1.0,-1.0,58150.0
8.0,94.0,3.0,5.0,1.0,-1.0,-1.0,103400.0
8.0,83.0,3.0,5.0,1.0,-1.0,-1.0,91300.0
35.0,96.0,3.0,3.0,-1.0,-1.0,-1.0,105600.0
5.0,58.0,2.0,0.0,-1.0,1.0,1.0,51000.0
8.0,76.0,3.0,2.0,-1.0,-1.0,-1.0,74000.0
5.0,60.0,2.0,6.0,1.0,1.0,-1.0,50000.0
8.0,85.0,4.0,1.0,1.0,1.0,-1.0,106100.0
29.0,94.0,3.0,1.0,-1.0,1.0,-1.0,105500.0
29.0,101.0,4.0,3.0,1.0,1.0,1.0,107000.0
2.0,54.0,2.0,2.0,-1.0,-1.0,-1.0,86700.0
8.0,85.0,3.0,7.0,1.0,1.0,1.0,106000.0
6.0,73.0,3.0,4.0,1.0,1.0,-1.0,102000.0
26.0,58.0,3.0,5.0,-1.0,1.0,-1.0,46000.0
23.0,97.0,0.0,4.0,1.0,1.0,1.0,55200.0
8.0,60.0,2.0,6.0,-1.0,1.0,1.0,60000.0
1.0,50.0,2.0,0.0,-1.0,-1.0,-1.0,41000.0
8.0,44.0,2.0,3.0,-1.0,1.0,-1.0,40000.0
32.0,61.0,2.0,3.0,-1.0,1.0,-1.0,35700.0
21.0,115.0,5.0,1.0,-1.0,1.0,-1.0,132600.0
8.0,96.0,4.0,4.0,-1.0,1.0,-1.0,92000.0
31.0,90.0,0.0,4.0,1.0,1.0,-1.0,100000.0
34.0,156.0,0.0,1.0,-1.0,-1.0,-1.0,170000.0
2.0,68.0,3.0,0.0,1.0,1.0,-1.0,63300.0
6.0,93.0,3.0,1.0,-1.0,1.0,1.0,72000.0
5.0,78.0,3.0,7.0,1.0,-1.0,-1.0,62250.0
10.0,57.0,2.0,5.0,-1.0,1.0,-1.0,55000.0
2.0,73.0,3.0,1.0,-1.0,1.0,-1.0,82060.0
2.0,72.0,4.0,2.0,1.0,1.0,-1.0,73500.0
30.0,136.0,4.0,5.0,1.0,1.0,1.0,136000.0
5.0,82.0,3.0,0.0,-1.0,1.0,1.0,70000.0
32.0,58.0,3.0,0.0,-1.0,1.0,-1.0,48000.0
5.0,90.0,0.0,2.0,-1.0,-1.0,-1.0,79000.0
8.0,70.0,2.0,2.0,-1.0,1.0,-1.0,72000.0
5.0,82.0,3.0,3.0,-1.0,1.0,-1.0,113000.0
22.0,87.0,3.0,1.0,-1.0,-1.0,-1.0,49000.0
8.0,72.0,3.0,6.0,-1.0,-1.0,-1.0,80800.0
5.0,77.0,3.0,3.0,1.0,1.0,1.0,75000.0
4.0,100.0,3.0,0.0,-1.0,-1.0,-1.0,180000.0
8.0,141.0,4.0,5.0,1.0,1.0,-1.0,146500.0
5.0,43.0,2.0,1.0,1.0,1.0,1.0,36500.0
1.0,50.0,2.0,4.0,-1.0,1.0,-1.0,38800.0
5.0,84.0,3.0,5.0,-1.0,1.0,-1.0,65300.0
4.0,224.0,3.0,0.0,-1.0,1.0,-1.0,290340.0
8.0,79.0,3.0,1.0,-1.0,-1.0,-1.0,72500.0
29.0,63.0,2.0,0.0,1.0,1.0,1.0,73000.0
5.0,54.0,2.0,4.0,-1.0,1.0,-1.0,46000.0
8.0,61.0,3.0,1.0,-1.0,-1.0,-1.0,62300.0
8.0,76.0,3.0,3.0,-1.0,-1.0,-1.0,90000.0
8.0,84.0,2.0,2.0,-1.0,-1.0,-1.0,114000.0
8.0,52.0,2.0,-1.0,-1.0,1.0,-1.0,61500.0
33.0,38.0,2.0,11.0,-1.0,1.0,-1.0,38000.0
2.0,95.0,0.0,1.0,-1.0,-1.0,-1.0,102000.0
2.0,76.0,3.0,6.0,-1.0,-1.0,-1.0,81320.0
8.0,37.0,2.0,4.0,-1.0,1.0,-1.0,41000.0
10.0,70.0,3.0,15.0,1.0,1.0,-1.0,45500.0
3.0,103.0,4.0,2.0,-1.0,1.0,-1.0,95000.0
5.0,83.0,4.0,0.0,1.0,-1.0,1.0,69000.0
5.0,113.0,4.0,0.0,1.0,-1.0,1.0,92000.0
34.0,52.0,2.0,6.0,1.0,1.0,1.0,57000.0
34.0,57.0,2.0,5.0,1.0,1.0,1.0,62000.0
34.0,64.0,3.0,5.0,1.0,1.0,1.0,70000.0
31.0,66.0,3.0,2.0,1.0,1.0,1.0,82500.0
23.0,75.0,3.0,5.0,-1.0,-1.0,-1.0,48900.0
28.0,72.0,0.0,0.0,-1.0,1.0,-1.0,51500.0
1.0,40.0,2.0,6.0,-1.0,1.0,-1.0,35000.0
1.0,38.0,0.0,6.0,1.0,1.0,1.0,33300.0
1.0,55.0,2.0,1.0,1.0,1.0,1.0,47800.0
1.0,40.0,2.0,1.0,1.0,1.0,1.0,35000.0
1.0,69.0,3.0,1.0,1.0,1.0,1.0,60000.0
1.0,53.0,2.0,1.0,1.0,1.0,1.0,48000.0
4.0,170.0,0.0,4.0,-1.0,-1.0,-1.0,280500.0
1.0,65.0,3.0,4.0,1.0,1.0,1.0,56400.0
8.0,84.0,2.0,2.0,1.0,-1.0,-1.0,117600.0
3.0,36.0,2.0,3.0,-1.0,1.0,-1.0,32000.0
25.0,55.0,2.0,5.0,-1.0,-1.0,1.0,19000.0
5.0,30.0,1.0,8.0,-1.0,-1.0,-1.0,33000.0
6.0,38.0,2.0,5.0,-1.0,-1.0,-1.0,41000.0
1.0,40.0,2.0,4.0,-1.0,-1.0,1.0,33000.0
5.0,63.0,3.0,4.0,1.0,1.0,1.0,67500.0
28.0,78.0,3.0,1.0,-1.0,-1.0,1.0,75000.0
8.0,65.0,3.0,4.0,-1.0,-1.0,-1.0,75500.0
8.0,46.0,2.0,3.0,-1.0,-1.0,-1.0,53500.0
34.0,94.0,4.0,2.0,1.0,1.0,1.0,106000.0
34.0,168.0,4.0,3.0,1.0,1.0,1.0,199000.0
8.0,69.0,3.0,2.0,1.0,1.0,-1.0,63750.0
8.0,49.0,2.0,8.0,1.0,-1.0,1.0,65000.0
8.0,49.0,2.0,1.0,1.0,-1.0,1.0,65000.0
8.0,86.0,0.0,3.0,1.0,-1.0,1.0,112500.0
8.0,70.0,3.0,3.0,-1.0,1.0,-1.0,87500.0
29.0,72.0,3.0,3.0,-1.0,1.0,1.0,67000.0
29.0,76.0,3.0,2.0,-1.0,1.0,1.0,80000.0
8.0,59.0,2.0,0.0,-1.0,-1.0,-1.0,82600.0
31.0,90.0,0.0,6.0,1.0,1.0,1.0,106000.0
30.0,77.0,0.0,0.0,-1.0,-1.0,-1.0,60000.0
12.0,176.0,4.0,2.0,-1.0,1.0,-1.0,211200.0
31.0,85.0,3.0,8.0,1.0,1.0,1.0,88000.0
20.0,71.0,3.0,3.0,-1.0,-1.0,-1.0,73000.0
8.0,65.0,3.0,4.0,-1.0,1.0,1.0,65000.0
2.0,101.0,3.0,8.0,1.0,1.0,-1.0,82000.0
34.0,160.0,4.0,2.0,-1.0,1.0,1.0,180000.0
5.0,77.0,3.0,1.0,-1.0,1.0,1.0,77000.0
5.0,45.0,2.0,1.0,-1.0,1.0,1.0,51000.0
4.0,102.0,0.0,3.0,1.0,1.0,-1.0,112200.0
4.0,96.0,0.0,2.0,1.0,1.0,-1.0,100800.0
30.0,78.0,3.0,4.0,-1.0,-1.0,-1.0,48000.0
34.0,52.0,2.0,0.0,-1.0,1.0,-1.0,71400.0
34.0,71.0,2.0,6.0,1.0,1.0,-1.0,85200.0
34.0,69.0,2.0,6.0,1.0,1.0,-1.0,82800.0
5.0,72.0,3.0,1.0,1.0,1.0,1.0,78000.0
3.0,66.0,3.0,7.0,1.0,-1.0,-1.0,60000.0
8.0,152.0,5.0,6.0,1.0,1.0,1.0,142800.0
33.0,84.0,3.0,1.0,-1.0,1.0,-1.0,81600.0
5.0,70.0,3.0,4.0,-1.0,-1.0,-1.0,49000.0
6.0,62.0,2.0,4.0,-1.0,1.0,1.0,51000.0
6.0,80.0,3.0,3.0,-1.0,1.0,-1.0,97000.0
5.0,97.0,4.0,4.0,-1.0,-1.0,-1.0,98000.0
1.0,40.0,2.0,4.0,-1.0,1.0,-1.0,34000.0
1.0,40.0,2.0,8.0,-1.0,1.0,-1.0,34000.0
1.0,53.0,3.0,5.0,-1.0,-1.0,-1.0,45050.0
1.0,95.0,4.0,3.0,-1.0,1.0,-1.0,81600.0
1.0,80.0,3.0,3.0,-1.0,1.0,-1.0,68700.0
1.0,58.0,3.0,3.0,-1.0,1.0,-1.0,49800.0
1.0,68.0,3.0,2.0,-1.0,-1.0,-1.0,52000.0
31.0,66.0,3.0,6.0,1.0,1.0,1.0,80000.0
34.0,291.0,5.0,4.0,-1.0,1.0,1.0,350000.0
7.0,200.0,5.0,2.0,-1.0,1.0,1.0,160000.0
8.0,130.0,4.0,4.0,1.0,1.0,1.0,159000.0
16.0,53.0,2.0,0.0,-1.0,-1.0,-1.0,39000.0
25.0,58.0,2.0,5.0,-1.0,-1.0,-1.0,37300.0
2.0,92.0,0.0,1.0,1.0,1.0,1.0,81000.0
5.0,92.0,4.0,3.0,-1.0,1.0,-1.0,75500.0
1.0,52.0,2.0,4.0,-1.0,1.0,1.0,42500.0
5.0,78.0,3.0,5.0,1.0,-1.0,1.0,76000.0
34.0,44.0,2.0,0.0,-1.0,1.0,-1.0,53800.0
34.0,62.0,3.0,1.0,1.0,-1.0,1.0,66000.0
32.0,78.0,3.0,4.0,-1.0,-1.0,1.0,51000.0
34.0,110.0,4.0,5.0,1.0,1.0,1.0,137000.0
7.0,209.0,4.0,3.0,1.0,1.0,1.0,219000.0
7.0,90.0,4.0,2.0,1.0,1.0,1.0,129000.0
7.0,70.0,3.0,1.0,1.0,1.0,1.0,92000.0
29.0,85.0,3.0,2.0,-1.0,1.0,-1.0,81520.0
29.0,78.0,3.0,1.0,-1.0,1.0,-1.0,92180.0
29.0,85.0,3.0,4.0,-1.0,1.0,-1.0,78120.0
29.0,85.0,3.0,3.0,-1.0,1.0,-1.0,78120.0
29.0,83.0,3.0,3.0,-1.0,1.0,-1.0,85700.0
8.0,90.0,0.0,6.0,-1.0,1.0,-1.0,90702.0
8.0,132.0,4.0,1.0,-1.0,1.0,-1.0,154304.0
5.0,89.0,3.0,4.0,-1.0,1.0,-1.0,76942.0
31.0,122.0,3.0,6.0,-1.0,1.0,-1.0,113600.0
2.0,66.0,3.0,2.0,1.0,1.0,-1.0,70900.0
3.0,107.0,4.0,0.0,-1.0,1.0,-1.0,116680.0
29.0,78.0,3.0,3.0,-1.0,-1.0,1.0,63244.0
29.0,80.0,3.0,1.0,-1.0,-1.0,1.0,71420.0
6.0,45.0,2.0,4.0,-1.0,-1.0,1.0,47140.0
2.0,31.0,0.0,2.0,1.0,-1.0,-1.0,34440.0
8.0,56.0,3.0,2.0,1.0,1.0,-1.0,56530.0
6.0,118.0,4.0,14.0,-1.0,1.0,-1.0,148360.0
5.0,59.0,2.0,4.0,-1.0,-1.0,1.0,50620.0
2.0,68.0,4.0,1.0,-1.0,1.0,-1.0,66012.0
8.0,49.0,2.0,2.0,1.0,1.0,-1.0,62180.0
4.0,171.0,4.0,4.0,-1.0,1.0,-1.0,193820.0
31.0,55.0,0.0,0.0,-1.0,-1.0,-1.0,60476.0
2.0,111.0,4.0,7.0,1.0,1.0,1.0,106800.0
17.0,200.0,4.0,2.0,-1.0,1.0,-1.0,227400.0
33.0,84.0,3.0,1.0,-1.0,1.0,-1.0,83188.0
5.0,70.0,4.0,2.0,-1.0,1.0,-1.0,52600.0
5.0,95.0,3.0,2.0,1.0,1.0,-1.0,97360.0
7.0,95.0,0.0,2.0,-1.0,-1.0,-1.0,108020.0
7.0,96.0,4.0,2.0,-1.0,-1.0,-1.0,121910.0
5.0,77.0,0.0,4.0,-1.0,1.0,-1.0,85500.0
34.0,59.0,2.0,1.0,1.0,1.0,-1.0,61380.0
8.0,91.0,3.0,12.0,-1.0,1.0,-1.0,91880.0
5.0,80.0,3.0,5.0,-1.0,1.0,-1.0,97920.0
8.0,107.0,4.0,1.0,-1.0,1.0,-1.0,107100.0
8.0,82.0,4.0,2.0,1.0,1.0,-1.0,95340.0
8.0,67.0,3.0,1.0,1.0,1.0,-1.0,85730.0
8.0,82.0,4.0,1.0,1.0,1.0,-1.0,102160.0
8.0,56.0,2.0,1.0,-1.0,1.0,-1.0,34640.0
8.0,49.0,0.0,1.0,1.0,-1.0,-1.0,62680.0
1.0,101.0,5.0,4.0,-1.0,-1.0,-1.0,83410.0
4.0,70.0,0.0,2.0,1.0,1.0,-1.0,75730.0
5.0,110.0,4.0,1.0,-1.0,-1.0,-1.0,120720.0
2.0,57.0,3.0,1.0,-1.0,1.0,-1.0,61320.0
33.0,76.0,3.0,1.0,1.0,1.0,-1.0,77640.0
6.0,74.0,2.0,3.0,-1.0,1.0,-1.0,81260.0
8.0,100.0,4.0,3.0,1.0,1.0,-1.0,105606.0
8.0,118.0,5.0,3.0,-1.0,-1.0,-1.0,122680.0
8.0,94.0,3.0,1.0,-1.0,1.0,-1.0,118200.0
1.0,75.0,4,4.0,0.0,1.0,1.0,43500.0
30.0,145.0,5,0.0,0.0,1.0,1.0,95000.0
36.0,101.0,6,11.0,1.0,1.0,1.0,80000.0
30.0,68.0,3,4.0,1.0,1.0,1.0,47600.0
6.0,86.0,4,4.0,1.0,1.0,1.0,78000.0
2.0,80.0,3.5,0.0,1.0,1.0,1.0,79000.0
2.0,84.0,3,1.0,1.0,1.0,0.0,77700.0
2.0,62.0,2,5.0,1.0,1.0,1.0,67000.0
1.0,55.0,3,2.0,1.0,0.0,0.0,42000.0
8.0,91.0,2,2.0,0.0,1.0,1.0,95000.0
2.0,60.0,3,3.0,0.0,1.0,1.0,60000.0
1.0,52.0,2,0.0,0.0,1.0,1.0,36500.0
2.0,102.0,4.5,6.0,1.0,1.0,1.0,91800.0
1.0,68.0,3,4.0,0.0,1.0,1.0,50000.0
2.0,66.0,3,2.0,1.0,1.0,1.0,75000.0
5.0,56.0,2,0.0,1.0,1.0,0.0,63000.0
6.0,78.0,2,6.0,1.0,1.0,1.0,82500.0
